"adap-org/9904004","Andreas Pedersen","Paolo Sibani, Andreas Pedersen","Evolution dynamics in terraced NK landscapes","8 pages with 4 figures. Accepted in Europhys. Lett","Europhysics Lett. 48, 346-352 (1999)","10.1209/epl/i1999-00487-7",,"adap-org nlin.AO q-bio",,"  We study populations of agents evolving in fitness landscapes constructed
according to the rules of a modified NK model with a tunable amount of neutral
paths. In the `punctuated equilibrium' regime evolutionary events are
identified as jumps in the mean population fitness, and the statistics of these
jumps in an ensemble of independently evolving populations is analyzed. We show
that, for a wide range of landscapes parameters, the number of events in time t
is Poisson distributed, with the time parameter replaced by the logarithm of
time. This simple log-Poisson statistics likewise describes the number n of
records in any sequence of t independently generated random numbers. The
implications of this behavior for evolution dynamics are discussed.
","[{""version"":""v1"",""created"":""Fri, 16 Apr 1999 12:52:33 GMT""},{""version"":""v2"",""created"":""Wed, 13 Oct 1999 14:36:18 GMT""}]","2009-10-31"
"astro-ph/9904208","Uta Fritze-v. Alvensleben","U. Fritze-v. Alvensleben, U. Lindner, C. S. M\""oller, K. J. Fricke
  (Universitaetssternwarte, Goettingen, Germany)","On the Nature and Redshift Evolution of DLA Galaxies","8 pages, using kluwer LaTeX macro, Proceedings ""The Evolution of
  Galaxies on Cosmological Timescales""","Astrophys.Space Sci. 276 (2001) 1007-1014",,,"astro-ph",,"  We extend our spiral galaxy models that successfully describe nearby template
spectra as well as the redshift evolution of CFRS and HDF spirals to include -
in a chemically consistent way - the redshift evolution of a series of
individual elements. Comparison with observed DLA abundances shows that DLAs
might well be the progenitors of present-day spiral types Sa through Sd. Our
models bridge the gap between high redshift DLA and nearby spiral HII region
abundances. The slow redshift evolution of DLA abundances is a natural
consequence of the long SF timescales for disks, the scatter at any redshift
reflects the range of SF timescales from early to late spiral types. We claim
that while at high redshift all spiral progenitor types seem to give rise to
DLA absorption, towards low redshifts, the early type spirals seem to drop out
of DLA samples due to low gas and/or high metal and dust content. Model
implications for the spectrophotometric properties of the DLA galaxy population
are discussed in the context of campaigns for the optical identifications of
DLA galaxies both at low and high redshift.
","[{""version"":""v1"",""created"":""Fri, 16 Apr 1999 07:53:54 GMT""}]","2007-05-23"
"astro-ph/9904209","Daniel Huber","Daniel Huber & Daniel Pfenniger","Scaling Laws in Self-Gravitating Disks","9 pages, 6 figures. To be published in the proceedings of The
  Evolution of Galaxies on Cosmological Timescale, eds. J.E. Beckman & T.J.
  Mahoney, Astrophysics and Space Science. Full resolution paper available at
  http://obswww.unige.ch/Preprints/cgi-bin/Preprintshtml.cgi?#DYNAMIC","Astrophys.Space Sci. 276 (2001) 523-530","10.1023/A:1017532808950",,"astro-ph",,"  The interstellar medium (ISM) reveals strongly inhomogeneous structures at
every scale. These structures do not seem completely random since they obey
certain power laws. Larson's law (\citeyear{Larson81}) $\sigma \propto
R^{\delta}$ and the plausible assumption of virial equilibrium justify to
consider fractals as a possible description of the ISM. In the following we
investigate how self-gravitation, differential rotation and dissipation affect
the matter distribution in galaxies. To this end we have performed
3D-simulations for self-gravitating local boxes embedded in a larger disk,
extending the 2D-method of Toomre & Kalnajs (\citeyear{Toomre91}) and Wisdom &
Tremaine (\citeyear{Wisdom88}). Our simulations lead to the conclusion that
gravitation, shearing and dissipation can be dominantly responsible for
maintaining an inhomogeneous and eventually a fractal distribution of the
matter.
","[{""version"":""v1"",""created"":""Fri, 16 Apr 1999 08:14:06 GMT""}]","2009-10-31"
"astro-ph/9904210","Gabriele Giovannini","G. Giovannini, M. Tordi, L. Feretti","Radio Halo and Relic Candidates from the NRAO VLA Sky Survey","25 Pages, 4 Figures included in the text, Figures 3a to 3g in
  separated files. New Astronomy in press",,"10.1016/S1384-1076(99)00018-4",,"astro-ph",,"  We present the first results of the search of new halo and relic candidates
in the NRAO VLA Sky Survey. We have inspected a sample of 205 clusters from the
X-ray-brightest Abell-type clusters presented by Ebeling et al (1996), and
found 29 candidates. Out of them, 11 clusters are already known from the
literature to contain a diffuse cluster-wide source, while in 18 clusters this
is the first indication of the existence of this type of sources. We classify
these sources as halos or relics according to their location in the cluster
center or periphery, respectively. We find that the occurrence of cluster halos
and relics is higher in clusters with high X-ray luminosity and high
temperature. We also confirm the correlation between the absence of a cooling
flow and the presence of a radio halo at the cluster center.
","[{""version"":""v1"",""created"":""Fri, 16 Apr 1999 08:28:16 GMT""}]","2009-10-31"
"astro-ph/9904211","Christoph Schaab","Christoph Schaab and Manfred K. Weigel (Unversity of Munich)","Quasi Periodic Oscillations in Low Mass X-Ray Binaries and Constraints
  on the Equation of State of Neutron Star Matter","12 pages including figures, to be published in MNRAS",,"10.1046/j.1365-8711.1999.02743.x",,"astro-ph nucl-th",,"  Recently discovered quasi periodic oscillations in the X-ray brightness of
low mass X-ray binaries are used to derive constraints on the mass of the
neutron star component and the equation of state of neutron star matter. The
observations are compared with models of rapidly rotating neutron stars which
are calculated by means of an exact numerical method in full relativity. For
the equations of state we select a broad collection of models representing
different assumptions about the many-body structure and the complexity of the
composition of super dense matter. The mass constraints differ from their
values in the approximate treatment by \sim 10%. Under the assumption that the
maximum frequency of the quasi periodic oscillations originates from the
innermost stable orbit the mass of the neutron star is in the range: $M\sim
1.92-2.25 M_\odot$. Especially the quasi periodic oscillation in the
Atoll-source 4U 1820-30 is only consistent with equations of state which are
rather stiff at high densities which is explainable, so far, only with pure
nucleonic/leptonic composition. This interpretation contradicts the hypothesis
that the protoneutron star formed in SN 1987A collapsed to a black hole, since
this would demand a maximum neutron star mass below $1.6 M_\odot$. The recently
suggested identification of quasi periodic oscillations with frequencies around
10 Hz with the Lense-Thirring precession of the accretion disk is found to be
inconsistent with the models studied in this work, unless it is assumed that
the first overtone of the precession is observed.
","[{""version"":""v1"",""created"":""Fri, 16 Apr 1999 09:52:15 GMT""}]","2009-10-31"
"astro-ph/9904212","GianLuca","GianLuca Israel, Stefano Covino, Luigi Stella, Sergio Campana and
  Sandro Mereghetti","Further evidence that 1RXS J170849.0-400910 is an Anomalous X-ray pulsar","4 pages plus 4 postscript figures. emulateapj style. Accepted for
  publication in Astrophysical Journal Letters",,"10.1086/312077",,"astro-ph",,"  We report the results of two ROSAT HRI observations of the recently
discovered 11s X-ray pulsar 1RXS J170849.0-400910. A refined position with a
smaller error radius (10"" uncertainty) and a new spin period measurement were
obtained. These results allowed to derive a period derivative of about 7 times
10^-4 s yr^-1 and to perform a photometric and spectroscopic study of the
possible optical counterparts of the source. The limits derived from the
optical to X-ray flux ratio exclude the presence of a massive OB companion.
These findings, together with the nearly constant X-ray flux, the stability of
the pulse shape and pulsed fraction across observations spanning three years,
strongly support the inclusion of this 11s pulsar in the class of Anomalous
X-ray Pulsars (AXPs).
","[{""version"":""v1"",""created"":""Fri, 16 Apr 1999 10:28:41 GMT""}]","2009-10-31"
"astro-ph/9904213","Basa Stephane","S. Basa","High Energy Cosmic Neutrinos Astronomy: The ANTARES Project","Talk given at the 19th Texas Symposium, Paris, December 1998",,,,"astro-ph",,"  Neutrinos may offer a unique opportunity to explore the far Universe at high
energy. The ANTARES collaboration aims at building a large undersea neutrino
detector able to observe astrophysical sources (AGNs, X-ray binary systems,
  ...) and to study particle physics topics (neutrino oscillation, ...). After
a description of the research opportunities of such a detector, a status report
of the experiment will be made.
","[{""version"":""v1"",""created"":""Fri, 16 Apr 1999 12:38:58 GMT""}]","2016-08-30"
"astro-ph/9904214","Morten Hjorth-Jensen","H. Heiselberg and M. Hjorth-Jensen","Phase Transitions in Neutron Stars and Maximum Masses","Replaced with revised version, 7 pages, 3 figs. To appear in Ap. J.
  Lett","Astrophys.J. 525 (1999) L45-L48","10.1086/312321",,"astro-ph nucl-th",,"  Using the most recent realistic effective interactions for nuclear matter
with a smooth extrapolation to high densities including causality, we constrain
the equation of state and calculate maximum masses of rotating neutron stars.
First and second order phase transitions to, e.g., quark matter at high
densities are included. If neutron star masses of $\sim 2.3M_\odot$ from
quasi-periodic oscillations in low mass X-ray binaries are confirmed, a soft
equation of state as well as strong phase transitions can be excluded in
neutron star cores.
","[{""version"":""v1"",""created"":""Fri, 16 Apr 1999 13:35:33 GMT""},{""version"":""v2"",""created"":""Fri, 20 Aug 1999 07:25:54 GMT""}]","2009-10-31"
"astro-ph/9904215","Ramon Khanna","Ramon Khanna","Battery and Dynamo theory in the Kerr metric","10 pages, 5 figures, latex uses paspconf.sty, to appear in the
  Proceedings of the Workshop on STELLAR DYNAMOS: Nonlinearity and chaotic
  flows, Sep. 1998, A. Ferriz Mas, M. Nunez (Eds.); contains recent simulations
  of alpha-Omega dynamos in accretion flows into a Kerr black hole; see also
  http://www.lsw.uni-heidelberg.de/~rkhanna/publications.html",,,,"astro-ph",,"  The generation and evolution of magnetic fields in the plasma accreting into
a rotating black hole is studied in the 3+1 split of the Kerr metric. Attention
is focused on effects of the gravitomagnetic potential. The gravitomagnetic
force appears as battery term in the generalized Ohm's law. The gravitomagnetic
battery is likely to saturate at higher field strength than the classical
Biermann battery.
  The coupling of the gravitomagnetic potential with electric fields appears as
gravitomagnetic current in Maxwell's equations. In the magnetohydrodynamic
induction equation, this current re-appears as source term for the poloidal
magnetic field, which can produce closed magnetic structures around an
accreting black hole. In principle, even self-excited axisymmetric dynamo
action is possible, which means that Cowling's anti-dynamo theorem does not
hold in the Kerr metric.
  Finally, simulations of the alpha-Omega dynamo in accretion flows into the
hole are presented. I assume a simple expression of alpha in this relativistic
context. The modes of the dynamo are oscillating for dynamo numbers which are
typical for accretion disks. In a zero angular momentum flow into a Kerr black
hole there is still shear, i.e. the angular velocity, Omega, of the plasma
equals the angular velocity of space, omega, and it has been speculated (Meier
1998) that even then a dynamo could operate. This is shown to be unlikely due
to the rapid accretion.
","[{""version"":""v1"",""created"":""Fri, 16 Apr 1999 13:37:28 GMT""}]","2007-05-23"
"astro-ph/9904216","Ed Stoeffhaas","F. Halzen","High Energy Neutrino Astronomy: WIN 99","14 pages, Latex2.09, uses sprocl.sty and epsf.sty, 5 postscript
  figures. Talk presented at the 17th International Workshop on Weak
  Interactions and Neutrinos, Cape Town, South Africa, January 1999",,"10.1016/S0370-1573(00)00029-6","MADPH-99-1111","astro-ph hep-ex hep-ph",,"  Although high energy neutrino astronomy is a multidisciplinary science, gamma
ray bursts have become the theoretical focus since recent astronomical
observations revealed their potential as cosmic particle accelerators. This
spotlight is shared with investigations of the potential of high energy
telescopes to observe oscillating atmospheric neutrinos. The Superkamiokande
results have boosted atmospheric neutrinos from a calibration tool and a
background for doing astronomy, to an opportunity to confirm the evidence for
neutrino mass. Nevertheless, the highlights are mostly on the experimental
front with the completion of the first-generation Baikal and AMANDA detectors.
Neutrino signals from the Lake Baikal detector bode well for the flurry of
activities in the Mediterranean. The completed AMANDA telescope announced first
light, neutrinos actually, at this meeting.
","[{""version"":""v1"",""created"":""Fri, 16 Apr 1999 14:15:32 GMT""}]","2009-10-31"
"astro-ph/9904217","M. C. van den Berg","Maureen van den Berg, Frank Verbunt and Robert D. Mathieu","Optical spectroscopy of X-ray sources in the old open cluster M67","to be published in Astronomy & Astrophysics, 11 pages, 9 figures",,,,"astro-ph",,"  We have obtained optical spectra of seven stars in the old galactic cluster
M67 that are unusual sources of X-rays, and investigate whether the X-ray
emission is due to magnetic activity or to mass transfer. The two binaries
below the giant branch S1063 and S1113, the giant with the white dwarf
companion S1040 and the eccentric binary on the subgiant branch S1242 show
magnetic activity in the form of Ca II H&K emission and H-alpha emission,
suggesting that their X-rays are coronal. The reason for the enhanced activity
level in S1040 is not clear. The two wide, eccentric binaries S1072 and S1237
and the blue straggler S1082 do not show evidence for Ca II H&K emission. A
second spectral component is found in the spectrum of S1082, most clearly in
the variable H-alpha absorption profile. We interpret this as a signature of
the proposed hot subluminous companion.
","[{""version"":""v1"",""created"":""Fri, 16 Apr 1999 15:00:24 GMT""}]","2007-05-23"
"astro-ph/9904218","Roger Osterbart","A. Gauger (1), Y. Y. Balega (2), P. Irrgang (1), R. Osterbart (1), G.
  Weigelt (1) ((1) MPIfR Bonn Germany, (2) SAO Nizhnij Arkhyz Russia)","High-resolution speckle masking interferometry and radiative transfer
  modeling of the oxygen-rich AGB star AFGL 2290","15 pages, 16 figures, accepted for publication in A&A",,,,"astro-ph",,"  We present the first diffraction-limited speckle masking observations of the
oxygen-rich AGB star AFGL 2290. The data was obtained with the Russian 6m SAO
telescope. At the wavelength of 2.11um a resolution of 75mas was achieved. The
reconstructed image reveals that the CDS of AFGL 2290 is slightly
non-spherical. The stellar contribution to the total 2.11um flux is less than
\~40%. The 2D Gaussian visibility fit yields a diameter of AFGL 2290 at 2.11um
of 43mas x 51mas, corresponding to 42AU x 50AU for an adopted distance of
0.98kpc. Our results provide additional constraints on the CDS of AFGL 2290,
which supplement the information from the SED. We have performed radiative
transfer calculations for spherically symmetric dust shell models. The observed
SED at phase ~0.2 can be well reproduced at all wavelengths by a model with
Teff=2000K, a dust temperature of 800K at the inner boundary, an optical depth
tau_V=100 and a radius for the single-sized grains of 0.1um. However, the
2.11um visibility of the model does not match the observation. We found that
the grain size is the key parameter in achieving a fit of the observed
visibility while retaining the match of the SED, at least partially. Both the
slope and the curvature of the visibility strongly constrain the possible grain
radii. On the other hand, the SED at longer wavelengths, the silicate feature
in particular, determines the dust mass loss rate and, thereby, restricts the
possible optical depths of the model. With a larger grain size of 0.16um and a
higher tau_V=150, the observed visibility can be reproduced preserving the
match of the SED at longer wavelengths.
","[{""version"":""v1"",""created"":""Fri, 16 Apr 1999 15:51:00 GMT""}]","2007-05-23"
"chao-dyn/9904029","Cencini Massimo","L. Biferale, M. Cencini, D.Vergni and A. Vulpiani","Exit time of turbulent signals: a way to detect the intermediate
  dissipative range","4 RevTeX pages (3 eps figures included)","Phys. Rev. E, 60 (1999) R6295","10.1103/PhysRevE.60.R6295",,"chao-dyn nlin.CD",,"  The exit time statistics of experimental turbulent data is analyzed. By
looking at the exit-time moments (Inverse Structure Functions) it is possible
to have a direct measurement of scaling properties of the laminar statistics.
It turns out that the Inverse Structure Functions show a much more extended
Intermediate Dissipative Range than the Structure Functions, leading to the
first clear evidence of the universal properties of such a range of scales.
","[{""version"":""v1"",""created"":""Fri, 16 Apr 1999 12:56:39 GMT""}]","2009-10-31"
